"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p848","ARR","1","3",NA,NA,"","KM","SO",NA,15,"52","","","",NA,"28",0,0,"","92.5","7/8/24",187,12,NA,"","","nail is W","97",2,""
"p849","ARR","1","3",NA,NA,"","KM","FS",2,4,"20","","","",NA,"29",0,0,"","93.5","7/8/24",105,13,NA,"","","BWR; nail is NW","95",2,""
"p850","ARR","1","3",NA,NA,"","KM","FS",6,5,"27","","","",NA,"24",0,0,"","100","7/8/24",143,16,NA,"","","","92",2,""
"p851","ARR","1","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"9",0,0,"","19","7/8/24",6,10,NA,"","","","42",2,""
"p852","ARR","1","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"8",0,0,"","18.5","7/8/24",7,9,NA,"","","","53",2,""
"p853","ARR","1","3",NA,NA,"","CR","SO",0,5,"24","","","",NA,"27",0,0,"","24.5","7/8/24",114,15,NA,"","","","55.2",2,""
"p854","ARR","1","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"22",0,0,"","94.5","7/8/24",33,10,NA,"","","","100-38.5",2,""
"p855","ARR","1","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"11",0,0,"","90","7/8/24",14,14,NA,"","","","100-53.5",2,""
"p856","ARR","1","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"22",4,20,"chew; window","33","7/8/24",13,21,NA,"","","","51",2,""
"p857","ARR","1","3",NA,NA,"","CR","FS",8,5,"42","","","",NA,"29",3,20,"chew","36.5","7/8/24",155,20,NA,"","","all frts aborted","50.5",2,""
"p858","ARR","1","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"12",4,20,"chew","38","7/8/24",10,14,NA,"","","","48.5",2,""
"p859","ARR","1","3",NA,NA,"","KM","SO",0,8,"23","","","",NA,"29",5,30,"chew; absent","92","7/8/24",100,15,NA,"","","","84",2,""
"p860","ARR","1","3",NA,NA,"","KM","FO",6,0,"3","","","",NA,"12",0,0,"","95","7/8/24",48,5,NA,"","","","81",2,""
"p861","ARR","1","3",NA,NA,"","KM","FS",5,2,"5","","","","1","12",0,0,"","80","7/8/24",21,10,NA,"","","nail 5cm W","100-19",2,""
"p862","ARR","1","3",NA,NA,"","KM","SO",0,8,NA,"","","",NA,"23",3,5,"chew","79","7/8/24",160,11,NA,"","","nail 5cm W","100-17",2,""
"p863","ARR","1","3",NA,NA,"","KM","FS",9,6,"31","","","",NA,NA,NA,NA,"","77","7/8/24",151,16,NA,"","","","100-14.5",2,""
"p864","ARR","1","3",NA,NA,"","CR","SO",0,7,"81","","","","1",NA,NA,NA,"","43","7/8/24",499,25,NA,"","","seed collected; nail to N","53",2,""
"p865","ARR","1","3","1",NA,"","CR","R",NA,NA,NA,"","","",NA,"10",0,0,"","42.3","7/8/24",27,17,NA,"","","BWR; nail to N","54.5",2,""
"p866","ARR","1","3",NA,NA,"","CR","B",NA,NA,NA,"","","",NA,"31",0,0,"","100-42.5","7/8/24",123,18,NA,"","","dried out","14.5",2,""
"p867","ARR","1","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"25",3,10,"chew","100-30.5","7/8/24",18,20,NA,"","","","13",2,""
"p868","ARR","1","3",NA,NA,"","CR","FS",10,2,"17","","","",NA,"42",6,10,"chew","100-23","7/8/24",83,43,NA,"","","","24",2,""
"p869","ARR","1","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"13",4,10,"chew","100-17.5","7/8/24",13,9,NA,"","","","16.5",2,""
"p870","ARR","1","3",NA,NA,"","KM","FS",4,13,"104","","","",NA,"24",0,0,"","65.5","7/8/24",293,16,NA,"","","","100",2,""
"p871","ARR","1","3",NA,NA,"","KM","FS",5,10,"74","","","",NA,"27",0,0,"","54","7/8/24",247,15,NA,"","","","98",2,""
"p872","ARR","1","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"17",0,0,"","46.5","7/8/24",15,10,NA,"","","p872-p873 nail is N","98.2",2,""
"p873","ARR","1","3",NA,NA,"","KM","SO",0,9,"47","","","",NA,NA,NA,NA,"","40.5","7/8/24",192,14,NA,"","","p872-p873 nail is N","94.5",2,""
"p874","ARR","1","3",NA,NA,"","CR","SO",0,7,"52","","","",NA,"26",0,0,"","64.5","7/8/24",244,23,NA,"","","","60.5",2,""
"p875","ARR","1","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"11",0,0,"","60","7/8/24",11,10,NA,"","","","62.5",2,""
"p876","ARR","1","3",NA,NA,"","CR","SO",0,9,"72","","","",NA,"31",0,0,"","46.5","7/8/24",287,13,NA,"","","BWR; dired out; seed puuled whoops","85",2,""
"p877","ARR","1","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"20",1,5,"chew","43","7/8/24",41,14,NA,"","","BWR","84.5",2,""
"p878","ARR","1","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"20",0,0,"","48.5","7/8/24",25,20,NA,"","","","100-26.5",2,""
"p879","ARR","1","4",NA,NA,"","KM","SO",0,6,"40","","","",NA,"26",0,0," ","28","7/8/24",202,15,NA,"","","nail to N","1",2,""
"p880","ARR","1","4",NA,NA,"","KM","FS",5,15,"103","","","",NA,"49",0,0,"","37","7/8/24",336,22,NA,"","","nail to N","3",2,""
"p881","ARR","1","4",NA,NA,"","KM","FS",14,59,"98","","","",NA,NA,NA,NA,"","29","7/8/24",40.2,31,NA,"","","BWR","32.5",2,""
"p882","ARR","1","4",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"9",0,0,"","79","7/8/24",35,13,NA,"","","BWR","40",2,""
"p883","ARR","1","4",NA,NA,"","CR","FS",1,2,"3","","","",NA,"18",0,0,"","74","7/8/24",79,11,NA,"","","drying out","72.5",2,""
"p884","ARR","1","4",NA,NA,"","CR","SO",0,5,"2","","","","1","45",3,5,"chew; window","83","7/8/24",174,30,NA,"","","BWR; nail 5cm to WSW","97.5",2,""
"p885","ARR","1","4",NA,NA,"","KM","FS",4,11,"15","","","",NA,"20",2,5,"chew","41","7/8/24",10,20,NA,"","","","73.5",2,""
"p886","ARR","1","4",NA,NA,"","CR","SO",0,6,"20","","","","1","28",5,15,"chew","54","7/8/24",78,19,NA,"","","BWR","97",2,""
"p887","ARR","1","4",NA,NA,"","CR","SO",0,2,"9","","","","1","35",0,0,"","56.5","7/8/24",106,22,NA,"","","BWR","99",2,""
"p888","ARR","2","1",NA,NA,"","KM","FS",4,11,"169","","","",NA,"22",0,0,"","4","7/9/24",404,17,NA,"","","","89",2,"hyb"
"p889","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"18",0,0,"","11","7/9/24",21,24,NA,"","","very big dead stalk","17",2,"str"
"p890","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"15",7,20,"window; chew","17","7/9/24",13,20,NA,"","","","13.5",2,"ret/hyb"
"p891","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"5",0,0,"","30","7/9/24",3,4,NA,"","","p891-p895 share a nail","10",2,""
"p892","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"5",0,0,"","30","7/9/24",10,7,NA,"","","p891-p895 share a nail","18.5",2,""
"p893","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","30","7/9/24",4,5,NA,"","","p891-p895 share a nail","18.5",2,""
"p894","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"10",0,0,"","31.5","7/9/24",17,18,NA,"","","p891-p895 share a nail","18",2,""
"p895","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","31","7/9/24",7,7,NA,"","","p891-p895 share a nail","18",2,""
"p896","ARR","2","1",NA,NA,"","KM","SO",0,3,"56","","","","1","19",3,20,"chew","22.5","7/9/24",294,16,NA,"","","2 fruits chewd off","1",2,"hyb"
"p897","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"3",0,0,"","29.5","7/9/24",7,10,NA,"","","share nail w/ p891-p895","17.5",2,"str?"
"p898","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"17",0,0,"","22","7/9/24",28,20,NA,"","","","18",2,""
"p899","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"13",0,0,"","23","7/9/24",20,30,NA,"","","old stalk","17",2,""
"p901","ARR","2","2","1",NA,"","KM","R",NA,NA,NA,"","","",NA,"14",2,5,"chew","8.5","7/9/24",41,37,NA,"","","nail is NW","98.5",2,""
"p902","ARR","2","2",NA,NA,"","KM","SO",0,2,"80","","","",NA,"14",0,0,"","20","7/9/24",200,24,NA,"","","dead stalk; p902-p903 share a nail","100-4.6",2,"str"
"p903","ARR","2","2",NA,NA,"","KM","FO",2,0,"2","","","",NA,"16",0,0,"","18.5","7/9/24",61,22,NA,"","","p902-p903 share a nail","100-5.5",2,"str?"
"p904","ARR","2","2","1",NA,"","KM","R",NA,NA,NA,"","","","1","14",3,25,"chew","20.5","7/9/24",30,25,NA,"","","lf ct might be higher collected w/ lvs from second plant geno is fine","100-13",2,"str?"
"p905","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"7",2,80,"human","18","7/9/24",18,21,NA,"","","lf ct might be higher collected w/ lvs from second plant geno is fine","100-16",2,""
"p906","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"6",0,0,"","27","7/9/24",6,10,NA,"","","","100-18",2,""
"p907","ARR","2","2","1",NA,"","KM","SO",0,3,"96","","","",NA,"14",0,0,"","29","7/9/24",278,19,NA,"","","","100-15.5",2,"str"
"p908","ARR","2","2","1",NA,"","KM","R",NA,NA,NA,"","","",NA,"11",0,0,"","5.5","7/9/24",22,28,NA,"","","","43",2,""
"p909","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"8",0,0,"","9","7/9/24",33,30,NA,"","","drying out","37",2,"str"
"p910","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"7",0,0,"","21","7/9/24",23,20,NA,"","","dead stalk","38",2,""
"p911","ARR","2","2",NA,NA,"","KM","SO",0,2,"71","","","",NA,"8",0,0,"","32","7/9/24",251,15,NA,"","","","100-15",2,"str"
"p912","ARR","2","2","1",NA,"","KM","R",NA,NA,NA,"","","",NA,"18",3,5,"chew; window","53.5","7/9/24",43,37,NA,"","","","100-11",2,""
"p913","ARR","2","2","1",NA,"","KM","R",NA,NA,NA,"","","",NA,"5",0,0,"","49","7/9/24",23,20,NA,"","","","100-12",2,""
"p914","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"7",0,0,"","48","7/9/24",4,10,NA,"","","","100-14",2,""
"p915","ARR","2","2",NA,NA,"","KM","SO",0,1,"76","","","",NA,"10",7,40,"chew","36","7/9/24",262,12,NA,"","","","100-13.5",2,"str"
"p916","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"15",0,0,"","42","7/9/24",16,22,NA,"","","","100-18",2,""
"p917","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"6",0,0,"","55","7/9/24",6,10,NA,"","","","100-28.5",2,""
"p918","ARR","2","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"19",2,5,"chew; window","56","7/9/24",20,30,NA,"","","dead stalk","100-19.5",2,"str"
"p919","ARR","2","2","1",NA,"","KM","SO",0,3,"156","","","",NA,"25",0,0,"","58","7/9/24",496,30,NA,"","","dead stalk; nail to N","100-16",2,"str"
"p920","ARR","2","2","1",220,"","KM","R",NA,NA,NA,"","","",NA,"21",3,5,"chew; window","56.5","7/9/24",38,40,NA,"","","","100-23",2,""
"p921","ARR","2","2","1",223,"","KM","FS",1,4,"183","","","",NA,"17",0,0,"","53","7/9/24",524,34,NA,"","","","54.5",2,"str"
"p922","ARR","2","2","1",NA,"","KM","R",NA,NA,NA,"","","","1","11",0,0,"","58","7/9/24",27,29,NA,"","","dead stalk","43",2,""
"p923","ARR","2","2","1",225,"","KM","FS",9,16,"61","","","",NA,"14",2,5,"window; chew","65","7/9/24",439,15,NA,"","","plus 2 gals","45.5",2,"hyb"
"p924","ARR","2","3","1",217,"","CR","SO",0,7,"104","","","",NA,"28",13,10,"window; chew","12","7/9/24",413,36,NA,"","","SLA","11.5",2,"hyb"
"p925","ARR","2","3","1",218,"","CR","FS",8,23,"121","","","",NA,"16",4,5,"window; chew","27","7/9/24",443,42,NA,"","","plus 2 gals","2",2,"hyb"
"p926","ARR","2","3",NA,NA,"","CR","SO",0,3,"43","","","",NA,"11",4,20,"window; chew","32","7/9/24",260,20,NA,"","","plus 1 gal","8.5",2,""
"p927","ARR","2","3",NA,NA,"","CR","B",0,0,NA,"","","",NA,"5",0,0,"","50-13.5","7/9/24",77,3,NA,"","","dried out; powdery mildew","1.5",2,""
"p928","ARR","2","3","1",221,"","CR","R",NA,NA,NA,"","","",NA,"14",7,5,"window; chew","50-12","7/9/24",34,50,NA,"","","","10",2,"hyb"
"p929","ARR","2","3","1",222,"","CR","R",NA,NA,NA,"","","",NA,"13",3,20,"window; chew","50-10.5","7/9/24",45,44,NA,"","","","13",2,"hyb"
"p930","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"11",3,5,"chew","50-22","7/9/24",37,41,NA,"","","","14.5",2,"hyb"
"p931","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"7",1,5,"window","50-7","7/9/24",29,33,NA,"","","nail to N","21",2,""
"p932","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"5",0,0,"","50-8.5","7/9/24",14,9,NA,"","","","22",2,""
"p933","ARR","2","3","1",NA,"","CR","FS",8,6,"109","","","",NA,"31",1,5,"window","50-22","7/9/24",379,35,NA,"","","plus 1 gal","20.5",2,"hyb"
"p934","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"9",2,10,"window; chew","50-8","7/9/24",14,22,NA,"","","","50-14",2,""
"p935","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"7",1,5,"window","50-7.5","7/9/24",20,29,NA,"","","","50-9",2,""
"p936","ARR","2","3","1",NA,"","CR","R",NA,NA,NA,"","","",NA,"12",0,0,"","50-1","7/9/24",15,41,NA,"","","","50-2",2,""
"p937","ARR","2","3","1",226,"","CR","R",NA,NA,NA,"","","",NA,"10",4,10,"window; chew","50-12","7/9/24",28,25,NA,"","","","50-9.5",2,""
"p938","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"11",2,10,"window; chew","50-10","7/9/24",15,32,NA,"","","","50-2",2,""
"p939","ARR","2","3",NA,NA,"","CR","FS",1,1,NA,"","","",NA,"18",3,10,"chew","50-20.8","7/9/24",270,24,NA,"","","nail is out of quadrat; plus 3 galls","50",2,"hyb"
"p940","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"8",2,15,"window","50-18","7/9/24",29,24,NA,"","","","50-9.5",2,"hyb"
"p941","ARR","2","3","1",227,"","CR","R",NA,NA,NA,"","","",NA,"12",2,5,"chew","50-17.5","7/9/24",64,61,NA,"","","","50-7.5",2,"hyb"
"p942","ARR","2","3","1",NA,"","CR","FS",2,2,"76","","","",NA,"13",3,10,"chew","50-20","7/9/24",307,25,NA,"","","plus 3 gals","50-3.3",2,"hyb"
"p943","ARR","2","3","1",228,"","CR","FS",10,8,"144","","","",NA,"22",2,5,"window","50-23","7/9/24",410,33,NA,"","","1 frt out of gal","50-7.5",2,""
"p944","ARR","2","3",NA,NA,"","CR","FS",6,11,"72","","","",NA,"18",2,5,"chew","50-23","7/9/24",410,36,NA,"","","plus 3 gals","50-3.5",2,""
"p945","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"11",3,10,"window; chew","50-20.5","7/9/24",23,31,NA,"","","","50-1",2,""
"p946","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"15",2,5,"window; chew","50-22","7/9/24",25,50,NA,"","","","50-1.5",2,""
"p947","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"10",0,0,"","50-24","7/9/24",25,39,NA,"","","","50-5.5",2,""
"p948","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"13",2,5,"window; chew","50-27","7/9/24",23,36,NA,"","","","50-7",2,""
"p949","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"12",1,5,"chew","50-26","7/9/24",25,30,NA,"","","","50-10",2,""
"p950","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"10",0,0,"","50-30","7/9/24",18,28,NA,"","","","50-6.5",2,""
"p951","ARR","2","3","1",229,"","KM","FS",8,10,NA,"","","",NA,"18",0,0,"","7","7/9/24",435,22,NA,"","","H=H-280; p951-p952 share a nail","50-9",2,""
"p952","ARR","2","3","1",230,"","KM","FS",4,8,"69","","","",NA,"29",0,0,"","5.8","7/9/24",337,40,NA,"","","p951-p952 share a nail","50-7.5",2,""
"p953","ARR","2","3","1",NA,"","CR","FS",2,7,"110","","","",NA,"12",1,10,"","50-23.2","7/9/24",258,21,NA,"","","lofi","50-2.5",2,""
"p954","ARR","2","3","1",231,"","CR","SO",0,2,"31","","","",NA,"25",7,10,"window; chew","50-23","7/9/24",180,28,NA,"","","weird; corkscrew stem","50-5.5",2,""
"p956","ARR","2","3","1",232,"","CR","FS",8,1,"59","","","",NA,"21",5,5,"window; chew","50-27.5","7/9/24",329,20,NA,"","","nail is outside qudrat; plus 3 gal","50",2,""
"p957","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"8",0,0,"","8","7/9/24",11,29,NA,"","","p957-p958 share a nail","50-3",2,""
"p958","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"9",0,0,"","8.5","7/9/24",27,35,NA,"","","p957-p958 share a nail","50-4",2,""
"p959","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"9",0,0,"","11","7/9/24",29,24,NA,"","","p959-p962 share a nail","50-4.5",2,""
"p960","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"13",0,0,"","11.5","7/9/24",31,38,NA,"","","p959-p962 share a nail","50-3.5",2,""
"p961","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"10",0,0,"","12","7/9/24",21,26,NA,"","","p959-p962 share a nail","50-2",2,""
"p962","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"7",0,0,"","12.5","7/9/24",34,24,NA,"","","p959-p962 share a nail","50-1.5",2,""
"p963","ARR","2","3",NA,NA,"","CR","FS",6,12,"102","","","",NA,"26",3,5,"chew; window","50-30","7/9/24",397,24,NA,"","","plus 3 gals; FRL w/ 7 seeds didn't collect","50",2,""
"p964","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"15",2,5,"chew; window","50-31","7/9/24",19,29,NA,"","","","50-1",2,""
"p965","ARR","2","3","1",NA,"","KM","FS",2,5,"39","","","",NA,"17",0,0,"","9.5","7/9/24",248,24,NA,"","","pain in the ass","50-7",2,"hyb"
"p966","ARR","2","3",NA,234,"","KM","FS",5,6,"45","","","","1","24",0,0,"","9","7/9/24",354,24,NA,"","","","50-5.5",2,"hyb"
"p967","ARR","2","3",NA,NA,"","CR","FS",2,7,"177","","","",NA,"10",3,5,"chew; window","50-31.5","7/9/24",403,15,NA,"","","","50-8",2,"hyb"
"p968","ARR","2","3",NA,235,"","CR","SO",0,2,"20","","","",NA,"14",2,5,"chew","50-32.5","7/9/24",220,22,NA,"","","","50-3.5",2,"hyb"
"p969","ARR","2","3","1",236,"","KM","FS",3,3,"41","","","","1","15",4,5,"chew; window","11.5","7/9/24",33,19,NA,"","","plus 1 gal","50-4.5",2,"hyb"
"p970","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"10",1,20,"window","13.5","7/9/24",19,26,NA,"","","","50-6",2,"hyb"
"p971","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"10",0,0,"","50-31","7/9/24",15,26,NA,"","","","50-6.5",2,"hyb"
"p972","ARR","2","3","1",NA,"","CR","SO",0,13,"147","","","",NA,"17",7,70,"absent; window; chew","50-34","7/9/24",455,17,NA,"","","","50-9",2,"hyb"
"p973","ARR","2","3",NA,NA,"","KM","B",NA,NA,NA,"","","",NA,"8",0,0," ","15","7/9/24",208,31,NA,"","","","48",2,"hyb"
"p974","ARR","2","3",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"5",0,0,"","50-28.5","7/9/24",10,13,NA,"","","","50-7",2,"hyb"
"p975","ARR","2","3","1",NA,"","KM","R",NA,NA,NA,"","","",NA,"13",0,0,"","11.5","7/9/24",25,38,NA,"","","","50-9.5",2,"hyb"
"p976","ARR","2","3","1",237,"","CR","SO",0,1,"23","","","","1","22",8,15,"chew","19","7/9/24",294,22,NA,"","","plus 3 gals; frt out of gal","50-16.5",2,"hyb"
"p977","ARR","2","3","1",238,"","KM","FS",3,3,"72","","","","1","10",0,0,"","13.5","7/9/24",300,25,NA,"","","plus 1 gal","50-9.5",2,"hyb"
"p978","ARR","2","3","1",239,"","CR","SO",0,4,"65","","","",NA,"15",2,10,"chew","20","7/9/24",323,24,NA,"","","","50-22",2,"hyb"
"p979","ARR","2","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"18",0,0,"","14","7/9/24",32,29,NA,"","","dead stalk","17.5",2,"hyb"
"p980","ARR","2","3","1",240,"","CR","SO",0,4,"42","","","",NA,"12",3,5,"chew","14","7/9/24",256,17,NA,"","","plus 1 gal","50-16",2,"hyb"
"p981","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"8",0,0,"","8","7/9/24",8,7,NA,"","","","7",2,"ret"
"p982","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","5","7/9/24",9,9,NA,"","","","14",2,"ret"
"p983","ARR","2","4",NA,NA,"","KM","R",0,0,"0","","","",NA,"7",0,0,"","50-5.5","7/9/24",14,9,NA,"","","","50-18",2,"ret"
"p984","ARR","2","4",NA,NA,"","KM","SO",0,4,"5","","","","1","9",0,0,"","50-12","7/9/24",150,5,NA,"","","","50-29.5",2,"ret"
"p985","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"6",0,0,"","9","7/9/24",5,5,NA,"","","nail to E","10",2,"ret"
"p986","ARR","2","4",NA,NA,"","KM","SO",0,5,"44","","","",NA,"13",0,0,"","50-16.5","7/9/24",230,9,NA,"","","","1.5",2,"ret"
"p987","ARR","2","4",NA,NA,"","KM","R",0,0,"0","","","",NA,"8",0,0,"","50-16.5","7/9/24",21,16,NA,"","","","4.5",2,"ret"
"p988","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"12",0,0,"","13.5","7/9/24",10,10,NA,"","","","8.5",2,"ret"
"p989","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"10",0,0,"","13","7/9/24",15,14,NA,"","","","12.5",2,"ret"
"p990","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"15",0,0,"","4","7/9/24",10,11,NA,"","","","20",2,"ret"
"p991","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"10",0,0,"","6","7/9/24",6,5,NA,"","","drying out","22.5",2,"ret"
"p992","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"8",0,0,"","6.5","7/9/24",15,7,NA,"","","","24",2,"ret"
"p993","ARR","2","4",NA,NA,"","KM","R",0,0,"0","","","",NA,"6",1,5,"chew","50-15","7/9/24",14,20,NA,"","","","11.5",2,"ret"
"p994","ARR","2","4",NA,NA,"","KM","R",0,0,"0","","","",NA,"11",0,0,"","50-17","7/9/24",24,22,NA,"","","BWR; nail to N","11",2,"ret"
"p995","ARR","2","4",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","50-20","7/9/24",3,2,NA,"","","","10.5",2,"ret"
"p996","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"9",0,0,"","13.5","7/9/24",10,12,NA,"","","","16",2,"ret"
"p997","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"6",0,0,"","15.5","7/9/24",7,9,NA,"","","","16.5",2,"ret"
"p998","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","12.5","7/9/24",7,9,NA,"","","","18",2,"ret"
"p999","ARR","2","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","17","7/9/24",5,10,NA,"","","","17.5",2,"ret"
